18,228,125,10521,78,93,84
18,228,125,10521,56,-152,-62
18,228,125,10521,44,5,0
18,228,125,10521,140,-92,-29
18,228,125,10521,99,205,241
29,52,35,10521,85,97,110
29,52,35,10521,105,-178,-128
29,52,35,10521,79,38,-25
29,52,35,10521,7,-89,-80
29,52,35,10521,110,69,121
13,78,125,10521,114,97,148
13,78,125,10521,135,-178,-89
13,78,125,10521,125,38,37
13,78,125,10521,148,-89,3
13,78,125,10521,113,69,125
15,175,75,10521,78,97,175
15,175,75,10521,53,-178,-70
15,175,75,10521,134,38,12
15,175,75,10521,115,-89,-25
15,175,75,10521,137,69,139
14,146,35,10521,21,93,62
14,146,35,10521,80,-152,-74
14,146,35,10521,12,5,-38
14,146,35,10521,91,-92,6
14,146,35,10521,36,205,247
10,-70,125,10521,53,93,42
10,-70,125,10521,87,-152,-61
10,-70,125,10521,4,5,-21
10,-70,125,10521,101,-92,29
10,-70,125,10521,-31,205,255
15,169,125,10521,47,93,88
15,169,125,10521,-33,-152,-51
15,169,125,10521,138,5,-7
15,169,125,10521,11,-92,21
15,169,125,10521,137,205,227
12,-73,125,10521,177,93,7
12,-73,125,10521,167,-152,-12
12,-73,125,10521,-40,5,34
12,-73,125,10521,-198,-92,50
12,-73,125,10521,-106,205,238
7,103,125,10521,116,93,26
7,103,125,10521,107,-152,-85
7,103,125,10521,13,5,-32
7,103,125,10521,-73,-92,-34
7,103,125,10521,146,205,131
5,84,20,0,27,93,90
5,84,20,0,61,-152,-59
5,84,20,0,24,5,-22
5,84,20,0,77,-92,4
5,84,20,0,45,205,209
