18,228,125,10521,131,113,215
18,228,125,10521,64,-106,-40
18,228,125,10521,-13,-66,-26
18,228,125,10521,-22,53,55
18,228,125,10521,229,-64,-22
29,52,35,10521,183,82,189
29,52,35,10521,68,-95,-49
29,52,35,10521,63,-74,-6
29,52,35,10521,135,-5,-100
29,52,35,10521,101,-57,-38
13,78,125,10521,80,82,158
13,78,125,10521,140,-95,-81
13,78,125,10521,103,-74,-32
13,78,125,10521,133,-5,11
13,78,125,10521,97,-57,-46
15,175,75,10521,78,82,193
15,175,75,10521,77,-95,-80
15,175,75,10521,75,-74,-57
15,175,75,10521,180,-5,-14
15,175,75,10521,194,-57,-42
14,146,35,10521,103,113,183
14,146,35,10521,-5,-106,-160
14,146,35,10521,89,-66,-120
14,146,35,10521,203,53,64
14,146,35,10521,150,-64,95
10,-70,125,10521,56,113,126
10,-70,125,10521,43,-106,-61
10,-70,125,10521,61,-66,-71
10,-70,125,10521,44,53,153
10,-70,125,10521,-15,-64,122
15,169,125,10521,33,113,205
15,169,125,10521,11,-106,-43
15,169,125,10521,45,-66,-58
15,169,125,10521,126,53,-9
15,169,125,10521,127,-64,8
12,-73,125,10521,92,113,70
12,-73,125,10521,209,-106,26
12,-73,125,10521,-54,-66,69
12,-73,125,10521,-138,53,103
12,-73,125,10521,14,-64,133
7,103,125,10521,7,113,17
7,103,125,10521,182,-106,-83
7,103,125,10521,62,-66,-42
7,103,125,10521,19,53,-4
7,103,125,10521,93,-64,-40
5,84,20,0,64,113,202
5,84,20,0,27,-106,-21
5,84,20,0,-42,-66,-88
5,84,20,0,168,53,53
5,84,20,0,75,-64,-47
