18,228,125,10521,17,-18,-28
18,228,125,10521,41,105,142
18,228,125,10521,-209,73,118
18,228,125,10521,-51,6,-7
18,228,125,10521,10,98,127
29,52,35,10521,36,47,-124
29,52,35,10521,25,27,-49
29,52,35,10521,-32,80,95
29,52,35,10521,-15,35,-63
29,52,35,10521,-6,54,138
13,78,125,10521,126,47,-7
13,78,125,10521,87,27,51
13,78,125,10521,2,80,170
13,78,125,10521,167,35,12
13,78,125,10521,131,54,135
15,175,75,10521,-16,47,-16
15,175,75,10521,65,27,48
15,175,75,10521,-9,80,168
15,175,75,10521,161,35,-7
15,175,75,10521,121,54,150
14,146,35,10521,37,-18,-56
14,146,35,10521,89,105,77
14,146,35,10521,-164,73,77
14,146,35,10521,155,6,62
14,146,35,10521,57,98,190
10,-70,125,10521,38,-18,-8
10,-70,125,10521,10,105,65
10,-70,125,10521,-156,73,59
10,-70,125,10521,121,6,-6
10,-70,125,10521,-40,98,168
15,169,125,10521,65,-18,-51
15,169,125,10521,5,105,74
15,169,125,10521,-43,73,164
15,169,125,10521,93,6,-17
15,169,125,10521,126,98,149
12,-73,125,10521,132,-18,-39
12,-73,125,10521,111,105,89
12,-73,125,10521,-122,73,142
12,-73,125,10521,-154,6,16
12,-73,125,10521,-65,98,146
7,103,125,10521,25,-18,-44
7,103,125,10521,44,105,54
7,103,125,10521,-198,73,81
7,103,125,10521,-79,6,-73
7,103,125,10521,-20,98,88
5,84,20,0,17,-18,-38
5,84,20,0,-1,105,62
5,84,20,0,-111,73,149
5,84,20,0,51,6,-7
5,84,20,0,17,98,137
