18,228,125,10521,74,74,96
18,228,125,10521,-7,-205,-102
18,228,125,10521,7,-28,-23
18,228,125,10521,169,-88,-34
18,228,125,10521,94,147,180
29,52,35,10521,75,78,128
29,52,35,10521,59,-180,-156
29,52,35,10521,78,-4,-36
29,52,35,10521,0,-39,-22
29,52,35,10521,62,-15,87
13,78,125,10521,134,78,169
13,78,125,10521,84,-180,-177
13,78,125,10521,120,-4,20
13,78,125,10521,160,-39,8
13,78,125,10521,125,-15,81
15,175,75,10521,57,78,187
15,175,75,10521,-62,-180,-125
15,175,75,10521,164,-4,12
15,175,75,10521,127,-39,-16
15,175,75,10521,136,-15,72
14,146,35,10521,34,74,92
14,146,35,10521,98,-205,-109
14,146,35,10521,-11,-28,-71
14,146,35,10521,158,-88,-8
14,146,35,10521,37,147,186
10,-70,125,10521,62,74,80
10,-70,125,10521,-26,-205,-113
10,-70,125,10521,-11,-28,-42
10,-70,125,10521,122,-88,9
10,-70,125,10521,-44,147,215
15,169,125,10521,42,74,129
15,169,125,10521,-7,-205,-89
15,169,125,10521,114,-28,-40
15,169,125,10521,40,-88,-11
15,169,125,10521,131,147,167
12,-73,125,10521,142,74,93
12,-73,125,10521,125,-205,-68
12,-73,125,10521,-38,-28,-5
12,-73,125,10521,-176,-88,14
12,-73,125,10521,-79,147,213
7,103,125,10521,106,74,76
7,103,125,10521,89,-205,-137
7,103,125,10521,-8,-28,-59
7,103,125,10521,-70,-88,-59
7,103,125,10521,105,147,151
5,84,20,0,48,74,124
5,84,20,0,-39,-205,-138
5,84,20,0,-41,-28,-50
5,84,20,0,51,-88,-26
5,84,20,0,56,147,161
