18,228,125,10521,136,134,206
18,228,125,10521,55,-49,-69
18,228,125,10521,17,44,31
18,228,125,10521,19,141,89
18,228,125,10521,230,-118,-12
29,52,35,10521,126,-15,69
29,52,35,10521,38,-92,-111
29,52,35,10521,112,51,58
29,52,35,10521,111,133,115
29,52,35,10521,51,-153,-129
13,78,125,10521,94,-15,93
13,78,125,10521,132,-92,-63
13,78,125,10521,108,51,86
13,78,125,10521,142,133,144
13,78,125,10521,107,-153,-76
15,175,75,10521,28,-15,86
15,175,75,10521,75,-92,-114
15,175,75,10521,128,51,105
15,175,75,10521,172,133,175
15,175,75,10521,185,-153,-70
14,146,35,10521,87,134,247
14,146,35,10521,21,-49,-116
14,146,35,10521,99,44,-63
14,146,35,10521,194,141,46
14,146,35,10521,126,-118,10
10,-70,125,10521,38,134,163
10,-70,125,10521,71,-49,-55
10,-70,125,10521,38,44,-14
10,-70,125,10521,46,141,174
10,-70,125,10521,-2,-118,37
15,169,125,10521,32,134,240
15,169,125,10521,-16,-49,-53
15,169,125,10521,74,44,-7
15,169,125,10521,121,141,57
15,169,125,10521,145,-118,-41
12,-73,125,10521,169,134,176
12,-73,125,10521,181,-49,-6
12,-73,125,10521,-55,44,61
12,-73,125,10521,-110,141,109
12,-73,125,10521,-52,-118,47
7,103,125,10521,41,134,55
7,103,125,10521,103,-49,-85
7,103,125,10521,110,44,-30
7,103,125,10521,70,141,13
7,103,125,10521,166,-118,-61
5,84,20,0,7,134,165
5,84,20,0,38,-49,-59
5,84,20,0,-2,44,1
5,84,20,0,112,141,137
5,84,20,0,73,-118,-109
