18,228,125,10521,105,-67,21
18,228,125,10521,84,59,43
18,228,125,10521,-24,-94,-9
18,228,125,10521,88,95,141
18,228,125,10521,144,53,109
29,52,35,10521,146,-177,-23
29,52,35,10521,86,94,16
29,52,35,10521,104,40,2
29,52,35,10521,99,60,159
29,52,35,10521,75,-48,-155
13,78,125,10521,110,-177,20
13,78,125,10521,131,94,75
13,78,125,10521,123,40,36
13,78,125,10521,149,60,126
13,78,125,10521,106,-48,-65
15,175,75,10521,47,-177,-31
15,175,75,10521,51,94,117
15,175,75,10521,168,40,15
15,175,75,10521,131,60,122
15,175,75,10521,177,-48,-85
14,146,35,10521,97,-67,-11
14,146,35,10521,59,59,-28
14,146,35,10521,85,-94,-125
14,146,35,10521,174,95,195
14,146,35,10521,125,53,150
10,-70,125,10521,63,-67,-18
10,-70,125,10521,111,59,25
10,-70,125,10521,19,-94,-44
10,-70,125,10521,72,95,207
10,-70,125,10521,-28,53,124
15,169,125,10521,49,-67,93
15,169,125,10521,-27,59,-9
15,169,125,10521,70,-94,-8
15,169,125,10521,131,95,174
15,169,125,10521,162,53,-2
12,-73,125,10521,208,-67,0
12,-73,125,10521,161,59,47
12,-73,125,10521,-73,-94,82
12,-73,125,10521,-99,95,160
12,-73,125,10521,-101,53,104
7,103,125,10521,65,-67,-14
7,103,125,10521,118,59,-45
7,103,125,10521,75,-94,-36
7,103,125,10521,95,95,21
7,103,125,10521,157,53,-42
5,84,20,0,0,-67,53
5,84,20,0,41,59,30
5,84,20,0,-2,-94,-24
5,84,20,0,119,95,194
5,84,20,0,36,53,-69
