18,228,125,10521,144,89,212
18,228,125,10521,27,-2,25
18,228,125,10521,29,-110,11
18,228,125,10521,-20,-23,9
18,228,125,10521,210,-5,-40
29,52,35,10521,123,70,159
29,52,35,10521,63,-1,-22
29,52,35,10521,107,-124,-155
29,52,35,10521,164,-136,8
29,52,35,10521,117,21,10
13,78,125,10521,66,70,143
13,78,125,10521,114,-1,-52
13,78,125,10521,122,-124,-111
13,78,125,10521,156,-136,-48
13,78,125,10521,89,21,3
15,175,75,10521,88,70,174
15,175,75,10521,116,-1,-84
15,175,75,10521,52,-124,-97
15,175,75,10521,149,-136,-67
15,175,75,10521,209,21,-16
14,146,35,10521,130,89,82
14,146,35,10521,-10,-2,-130
14,146,35,10521,2,-110,-141
14,146,35,10521,242,-23,67
14,146,35,10521,155,-5,104
10,-70,125,10521,28,89,100
10,-70,125,10521,42,-2,-15
10,-70,125,10521,98,-110,-79
10,-70,125,10521,105,-23,129
10,-70,125,10521,-50,-5,158
15,169,125,10521,33,89,150
15,169,125,10521,-5,-2,-6
15,169,125,10521,19,-110,-71
15,169,125,10521,172,-23,-3
15,169,125,10521,175,-5,91
12,-73,125,10521,77,89,32
12,-73,125,10521,201,-2,65
12,-73,125,10521,15,-110,73
12,-73,125,10521,-160,-23,112
12,-73,125,10521,29,-5,118
7,103,125,10521,50,89,-25
7,103,125,10521,146,-2,-64
7,103,125,10521,-47,-110,-44
7,103,125,10521,70,-23,-22
7,103,125,10521,108,-5,-28
5,84,20,0,63,89,164
5,84,20,0,20,-2,78
5,84,20,0,-45,-110,-150
5,84,20,0,136,-23,5
5,84,20,0,81,-5,-13
