18,228,125,10521,51,-237,-90
18,228,125,10521,47,-25,-30
18,228,125,10521,-181,211,191
18,228,125,10521,82,-84,-74
18,228,125,10521,78,191,153
29,52,35,10521,54,-345,-97
29,52,35,10521,20,-48,-58
29,52,35,10521,5,176,152
29,52,35,10521,-43,-78,-96
29,52,35,10521,29,93,68
13,78,125,10521,138,-345,-130
13,78,125,10521,86,-48,-46
13,78,125,10521,-5,176,204
13,78,125,10521,168,-78,-113
13,78,125,10521,144,93,96
15,175,75,10521,17,-345,-111
15,175,75,10521,8,-48,-53
15,175,75,10521,-20,176,218
15,175,75,10521,125,-78,-102
15,175,75,10521,150,93,86
14,146,35,10521,42,-237,-117
14,146,35,10521,100,-25,-45
14,146,35,10521,-206,211,176
14,146,35,10521,162,-84,-72
14,146,35,10521,56,191,160
10,-70,125,10521,25,-237,-93
10,-70,125,10521,17,-25,-63
10,-70,125,10521,-160,211,166
10,-70,125,10521,131,-84,-62
10,-70,125,10521,-37,191,172
15,169,125,10521,50,-237,-104
15,169,125,10521,8,-25,-52
15,169,125,10521,-51,211,194
15,169,125,10521,62,-84,-86
15,169,125,10521,138,191,131
12,-73,125,10521,99,-237,-111
12,-73,125,10521,104,-25,-28
12,-73,125,10521,-136,211,191
12,-73,125,10521,-162,-84,-63
12,-73,125,10521,-51,191,150
7,103,125,10521,43,-237,-92
7,103,125,10521,69,-25,-62
7,103,125,10521,-194,211,183
7,103,125,10521,-104,-84,-96
7,103,125,10521,30,191,133
5,84,20,0,29,-237,-101
5,84,20,0,11,-25,-41
5,84,20,0,-97,211,195
5,84,20,0,26,-84,-85
5,84,20,0,55,191,120
